artist,name,username,explicit,duration,popularity,danceability,loudness,tempo,acousticness,energy,valence,liveness,speechiness,genres,date
Hikaru Shirosu,"Waltz No. 1, Op. 6 ""Collapse""",Icecreamy008,False,157647,57,0.537,-26.395,154.438,0.993,0.0758,0.412,0.225,0.043,"['anime score', 'japanese piano']",2020
OneRepublic,Secrets,Icecreamy008,False,224693,73,0.516,-6.223,148.021,0.0717,0.764,0.376,0.115,0.0366,"['piano rock', 'pop']",2009
SawanoHiroyuki[nZk],Avid,Icecreamy008,False,249000,48,0.234,-5.3,78.705,0.233,0.695,0.175,0.207,0.0365,"['anime', 'j-pixie']",2023
The Rolling Stones,She's A Rainbow - (Original Single Mono Version),Icecreamy008,False,251426,32,0.447,-7.744,108.948,0.664,0.782,0.488,0.372,0.0355,"['album rock', 'british invasion', 'classic rock', 'rock']",2004
Enrico Macias,"Paris, tu m'as pris dans tes bras",Icecreamy008,False,174733,35,0.605,-8.799,99.125,0.62,0.49,0.701,0.345,0.0271,[],1967
Joe Dassin,Les Champs-Elysées,Icecreamy008,False,157600,47,0.786,-9.553,111.532,0.348,0.411,0.767,0.114,0.0552,"['chanson', 'chanson paillarde']",2005
Eve,Kaikai Kitan,Icecreamy008,False,221426,71,0.584,-3.515,92.502,0.0119,0.911,0.606,0.119,0.09,"['anime', 'anime rock']",2020
Stephen Sanchez,Until I Found You,Icecreamy008,False,176666,76,0.346,-6.097,202.466,0.757,0.5,0.191,0.189,0.0388,['gen z singer-songwriter'],2022
Vance Joy,Riptide,Icecreamy008,False,204280,84,0.483,-6.696,101.654,0.436,0.731,0.484,0.151,0.0381,"['folk-pop', 'modern rock']",2014
Train,"Hey, Soul Sister",Icecreamy008,False,216773,83,0.673,-4.44,97.012,0.185,0.886,0.795,0.0826,0.0431,"['dance pop', 'neo mellow', 'pop', 'pop rock']",2010
Myles Smith,Stargazing,Icecreamy008,False,172533,89,0.635,-6.129,123.994,0.246,0.601,0.332,0.11,0.0295,['singer-songwriter pop'],2024
milet,Tell me,Icecreamy008,False,223013,45,0.666,-6.612,75.021,0.136,0.481,0.336,0.274,0.0599,['j-pop'],2020
TakaseToya,Doushite (feat. Emi Noda),Icecreamy008,False,181133,60,0.607,-6.81,149.954,0.319,0.708,0.439,0.0718,0.0518,[],2022
Lady Gaga,Die With A Smile,Icecreamy008,False,251667,100,0.521,-7.777,157.969,0.308,0.592,0.535,0.122,0.0304,"['art pop', 'dance pop', 'pop']",2024
Aimer,カタオモイ,Icecreamy008,False,207360,63,0.621,-5.974,96.981,0.78,0.533,0.791,0.333,0.0342,"['anime', 'anime rock', 'j-pixie', 'j-pop', 'j-poprock']",2016
SawanoHiroyuki[nZk],aLIEz,Icecreamy008,False,268480,50,0.654,-4.972,98.997,0.00923,0.917,0.626,0.114,0.0588,"['anime', 'j-pixie']",2015
tuki.,晩餐歌,Icecreamy008,False,215853,72,0.649,-4.665,102.983,0.433,0.641,0.63,0.11,0.0251,[],2023
Antonio Vivaldi,"Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor, RV 156 by F. Christl)",Icecreamy008,False,112352,66,0.429,-16.967,78.809,0.957,0.258,0.0972,0.115,0.0549,"['baroque', 'classical', 'early music', 'italian baroque']",2018
Benson Boone,Beautiful Things,Icecreamy008,False,180304,89,0.472,-5.692,105.029,0.151,0.471,0.219,0.14,0.0603,['singer-songwriter pop'],2024
Benson Boone,Slow It Down,Icecreamy008,False,161831,87,0.432,-4.682,181.489,0.174,0.583,0.544,0.0933,0.0687,['singer-songwriter pop'],2024
Benson Boone,In The Stars,Icecreamy008,False,216410,81,0.362,-6.031,78.007,0.338,0.54,0.3,0.139,0.0528,['singer-songwriter pop'],2024
YOASOBI,勇者,Icecreamy008,False,194266,66,0.655,-3.868,103.968,0.0351,0.907,0.506,0.15,0.0488,"['j-pop', 'japanese teen pop']",2023
Coldplay,feelslikeimfallinginlove - Single Version,Icecreamy008,False,237803,79,0.629,-7.503,121.154,0.0448,0.515,0.339,0.117,0.0272,"['permanent wave', 'pop']",2024
Coldplay,WE PRAY - Single Version,Icecreamy008,False,233406,77,0.754,-8.098,135.992,0.0659,0.53,0.664,0.0746,0.0563,"['permanent wave', 'pop']",2024
Måneskin,Beggin',Icecreamy008,False,211560,82,0.714,-4.808,134.002,0.127,0.8,0.589,0.359,0.0504,"['indie rock italiano', 'italian pop']",2017
Harry Styles,Keep Driving,Icecreamy008,False,140241,69,0.721,-9.669,164.948,0.321,0.479,0.902,0.182,0.226,['pop'],2022
Frank Sinatra,My Way,Icecreamy008,False,276800,72,0.401,-7.458,75.454,0.7,0.381,0.229,0.122,0.0274,"['adult standards', 'easy listening', 'lounge']",1969
Miki Matsubara,Mayonaka no Door / Stay With Me,Icecreamy008,False,312293,73,0.658,-6.615,108.259,0.176,0.747,0.792,0.0789,0.0431,['classic city pop'],2008
Alphaville,Forever Young,Icecreamy008,False,226706,84,0.489,-9.466,136.803,0.417,0.482,0.33,0.235,0.0275,"['new romantic', 'new wave pop', 'synthpop']",1984
GEMN,ファタール - Fatal,Icecreamy008,False,219200,74,0.636,-3.171,156.0,0.0283,0.937,0.766,0.265,0.16,[],2024
Various Artists,Cancion del Mariachi,Icecreamy008,False,127226,2,0.568,-6.867,127.13,0.544,0.757,0.67,0.188,0.072,[],2004
Hitsujibungaku,Burning,Icecreamy008,False,231250,65,0.533,-2.281,95.918,0.00166,0.907,0.629,0.288,0.0757,"['j-pop', 'j-rock', 'japanese alternative rock']",2024
LiSA,明け星,Icecreamy008,False,269000,50,0.389,-3.604,94.952,0.000303,0.867,0.215,0.347,0.048,"['anime', 'anime rock', 'j-pixie', 'j-pop']",2021
LiSA,炎,Icecreamy008,False,275000,59,0.477,-4.554,152.04,0.105,0.685,0.308,0.277,0.0325,"['anime', 'anime rock', 'j-pixie', 'j-pop']",2020
Coldplay,MOON MUSiC,Icecreamy008,False,276476,70,0.313,-17.159,119.993,0.869,0.253,0.078,0.495,0.0343,"['permanent wave', 'pop']",2024
Coldplay,JUPiTER,Icecreamy008,False,240508,69,0.625,-8.769,136.969,0.225,0.498,0.393,0.11,0.0337,"['permanent wave', 'pop']",2024
Petula Clark,Downtown,Icecreamy008,False,187760,61,0.48,-7.921,117.413,0.78,0.689,0.596,0.149,0.0646,"['adult standards', 'bubblegum pop', 'easy listening', 'folk rock', 'merseybeat']",2003
Shawn Mendes,Isn’t That Enough,Icecreamy008,False,164700,52,0.477,-9.976,130.038,0.654,0.279,0.203,0.11,0.0285,"['canadian pop', 'pop', 'viral pop']",2024
Various Artists,Not Today,Icecreamy008,False,261079,62,0.462,-7.401,122.698,0.567,0.387,0.0428,0.164,0.0292,[],2016
P!nk,Try,Icecreamy008,False,247906,79,0.674,-7.079,103.998,0.00144,0.628,0.552,0.0944,0.03,"['dance pop', 'pop']",2012
P!nk,Just Give Me a Reason (feat. Nate Ruess),Icecreamy008,False,242733,83,0.778,-7.273,95.0,0.344,0.547,0.442,0.132,0.0489,"['dance pop', 'pop']",2012
Coldplay,Speed of Sound,Icecreamy008,False,287906,71,0.514,-6.765,123.067,0.00488,0.898,0.353,0.0746,0.0577,"['permanent wave', 'pop']",2005
One Direction,Story of My Life,Icecreamy008,False,245493,87,0.6,-5.802,121.07,0.225,0.663,0.286,0.119,0.0477,"['boy band', 'pop', 'post-teen pop', 'talent show']",2013
One Direction,Walking in the Wind,Icecreamy008,False,202640,70,0.687,-6.586,114.577,0.0842,0.447,0.5,0.0878,0.0486,"['boy band', 'pop', 'post-teen pop', 'talent show']",2015
One Direction,Night Changes,Icecreamy008,False,226600,90,0.672,-7.747,120.001,0.859,0.52,0.37,0.115,0.0353,"['boy band', 'pop', 'post-teen pop', 'talent show']",2014
ROSÉ,APT.,Icecreamy008,False,169917,95,0.777,-4.477,149.027,0.0283,0.783,0.939,0.355,0.26,['k-pop'],2024
JISOO,FLOWER,Icecreamy008,False,173134,69,0.843,-7.669,123.956,0.0316,0.389,0.639,0.0982,0.036,['k-pop'],2023
JISOO,All Eyes On Me,Icecreamy008,False,163522,62,0.775,-5.896,110.047,0.0297,0.635,0.676,0.0919,0.0384,['k-pop'],2023
Adele,When We Were Young,Icecreamy008,False,290900,41,0.376,-5.936,144.361,0.303,0.595,0.265,0.095,0.0496,"['british soul', 'pop', 'pop soul', 'uk pop']",2016
Adele,Set Fire to the Rain,Icecreamy008,False,242973,82,0.603,-3.882,107.993,0.00408,0.67,0.446,0.112,0.0249,"['british soul', 'pop', 'pop soul', 'uk pop']",2011
Adele,Rolling in the Deep,Icecreamy008,False,228093,80,0.73,-5.114,104.948,0.138,0.769,0.507,0.0473,0.0298,"['british soul', 'pop', 'pop soul', 'uk pop']",2011
Daoko,打上花火,Icecreamy008,False,289577,62,0.625,-4.315,95.968,0.288,0.668,0.292,0.107,0.0249,"['j-pixie', 'japanese electropop']",2017
One Direction,You & I,Icecreamy008,False,237933,80,0.574,-6.829,130.993,0.22,0.329,0.356,0.0986,0.0274,"['boy band', 'pop', 'post-teen pop', 'talent show']",2013
Antonio Vivaldi,"The Four Seasons: Concerto No. 4 in F Minor, RV 297 ""L'inverno"" (winter): I. Allegro non molto",Icecreamy008,False,201853,63,0.4,-18.249,162.078,0.818,0.247,0.394,0.119,0.0423,"['baroque', 'classical', 'early music', 'italian baroque']",2015
Liam Payne,For You (With Rita Ora),Icecreamy008,False,242827,74,0.533,-4.569,113.008,0.0183,0.8,0.172,0.421,0.0353,['pop'],2019
Niall Horan,Slow Hands,Icecreamy008,False,188174,74,0.735,-6.648,85.896,0.011,0.425,0.848,0.055,0.0464,['pop'],2017
Niall Horan,Heaven,Icecreamy008,False,186043,71,0.569,-3.423,91.986,0.0739,0.758,0.703,0.326,0.025,['pop'],2023
Niall Horan,No Judgement,Icecreamy008,False,176283,55,0.723,-3.835,100.051,0.0564,0.726,0.962,0.057,0.0473,['pop'],2020
Jung Kook,Standing Next to You,Icecreamy008,False,206019,89,0.711,-4.389,106.017,0.0447,0.809,0.816,0.339,0.0955,['k-pop'],2023
Bruno Mars,When I Was Your Man,Icecreamy008,False,213826,87,0.612,-8.648,72.795,0.932,0.28,0.387,0.088,0.0434,"['dance pop', 'pop']",2012
Bruno Mars,That's What I Like,Icecreamy008,False,206693,86,0.853,-4.961,134.066,0.013,0.56,0.86,0.0944,0.0406,"['dance pop', 'pop']",2016
Bruno Mars,Finesse,Icecreamy008,False,191000,71,0.741,-5.342,104.953,0.00781,0.798,0.939,0.0232,0.0718,"['dance pop', 'pop']",2016
IU,Love wins all,Icecreamy008,False,271080,69,0.496,-5.878,101.132,0.82,0.447,0.315,0.098,0.0317,"['k-pop', 'pop']",2024
Kourosh Yaghmaei,Gole Yakh,Icecreamy008,False,306760,44,0.41,-6.707,171.542,0.84,0.553,0.489,0.171,0.0269,"['classic persian pop', 'persian rock']",1976
Homayoun Shajarian,Ahay Khabardar,Icecreamy008,False,263967,37,0.43,-8.708,151.66,0.978,0.224,0.331,0.092,0.0336,"['classic persian pop', 'persian rock', 'persian traditional']",2018
FIFTY FIFTY,Cupid - Twin Ver.,Icecreamy008,False,173461,50,0.792,-5.598,120.041,0.321,0.664,0.666,0.283,0.0333,['k-pop girl group'],2023
ROSÉ,On The Ground,Icecreamy008,False,168085,68,0.311,-6.578,188.7,0.0174,0.607,0.286,0.131,0.11,['k-pop'],2021
Frank Sinatra,Somethin' Stupid,Icecreamy008,False,162493,77,0.257,-12.902,207.356,0.736,0.338,0.544,0.252,0.0357,"['adult standards', 'easy listening', 'lounge']",1967
Frank Sinatra,Fly Me To The Moon (In Other Words),Icecreamy008,False,147000,71,0.668,-14.256,119.416,0.453,0.26,0.368,0.0621,0.0523,"['adult standards', 'easy listening', 'lounge']",1962
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,Icecreamy008,False,117146,69,0.451,-14.014,134.009,0.912,0.241,0.698,0.175,0.0352,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",1959
Frank Sinatra,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Icecreamy008,False,155453,57,0.652,-13.336,142.169,0.903,0.259,0.836,0.362,0.0595,"['adult standards', 'easy listening', 'lounge']",1994
Coldplay,Sparks,Icecreamy008,False,227093,85,0.371,-10.506,102.617,0.748,0.268,0.165,0.104,0.0281,"['permanent wave', 'pop']",2000
Wolfgang Amadeus Mozart,"Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": I. Allegro",Icecreamy008,False,291666,55,0.315,-20.874,120.286,0.982,0.248,0.66,0.113,0.0385,"['classical', 'classical era']",2020
Miki Matsubara,- Cupid -,Icecreamy008,False,325093,43,0.694,-8.6,105.043,0.162,0.687,0.702,0.233,0.0546,['classic city pop'],2008
Wham!,Last Christmas,Icecreamy008,False,262960,74,0.735,-12.472,107.682,0.189,0.478,0.947,0.355,0.0293,"['new romantic', 'new wave', 'new wave pop', 'soft rock']",1984
Wolfgang Amadeus Mozart,"Mozart: Symphony No. 40 in G Minor, K. 550: I. Molto allegro",Icecreamy008,False,432545,52,0.355,-18.089,113.537,0.975,0.188,0.214,0.122,0.0369,"['classical', 'classical era']",1990
Imagine Dragons,Blank Space/Stand By Me - Live From Spotify London,Icecreamy008,False,303433,62,0.774,-6.815,102.055,0.379,0.553,0.514,0.739,0.0823,"['modern rock', 'pop', 'rock']",2015
Isaac Albéniz,V. Asturias,Icecreamy008,False,392360,38,0.361,-20.533,114.399,0.933,0.235,0.225,0.106,0.0625,"['classical', 'impressionism', 'post-romantic era', 'spanish classical']",2014
Boccherini Guitar Quartet,Fur Elise,Icecreamy008,False,219706,35,0.598,-17.792,112.786,0.98,0.231,0.259,0.191,0.0663,['classical guitar quartet'],2013
Simon Dinnigan,Spanish Romance,Icecreamy008,False,175293,33,0.401,-31.385,102.819,0.996,0.0133,0.066,0.0921,0.0447,['classical guitar'],1998
Engelbert Humperdinck,Can't Take My Eyes Off You,Icecreamy008,False,221373,61,0.538,-10.36,119.31,0.473,0.536,0.54,0.18,0.036,"['adult standards', 'easy listening']",1968
ROSÉ,APT.,Spotify,False,169917,95,0.777,-4.477,149.027,0.0283,0.783,0.939,0.355,0.26,['k-pop'],2024
Sabrina Carpenter,Taste,Spotify,False,157279,82,0.67,-4.07,112.966,0.0939,0.91,0.786,0.304,0.0634,['pop'],2024
Chappell Roan,"Good Luck, Babe!",Spotify,False,218423,94,0.7,-5.96,116.712,0.0502,0.582,0.785,0.0881,0.0356,['indie pop'],2024
Lady Gaga,Die With A Smile,Spotify,False,251667,100,0.521,-7.777,157.969,0.308,0.592,0.535,0.122,0.0304,"['art pop', 'dance pop', 'pop']",2024
Billie Eilish,BIRDS OF A FEATHER,Spotify,False,210373,97,0.747,-10.171,104.978,0.2,0.507,0.438,0.117,0.0358,"['art pop', 'pop']",2024
The Weeknd,Timeless (with Playboi Carti),Spotify,True,256000,92,0.769,-5.485,119.973,0.0584,0.722,0.57,0.111,0.0507,"['canadian contemporary r&b', 'canadian pop', 'pop']",2024
Gracie Abrams,"I Love You, I'm Sorry",Spotify,True,157146,90,0.53,-7.507,115.94,0.656,0.406,0.338,0.133,0.033,['alt z'],2024
Sabrina Carpenter,Please Please Please,Spotify,True,186365,90,0.669,-6.073,107.071,0.274,0.586,0.579,0.104,0.054,['pop'],2024
Charli xcx,Guess featuring billie eilish,Spotify,False,143330,87,0.776,-6.622,130.019,0.0146,0.667,0.618,0.0761,0.0983,"['art pop', 'candy pop', 'metropopolis', 'pop', 'uk pop']",2024
Lady Gaga,Disease,Spotify,False,229997,81,0.562,-2.768,100.987,0.0513,0.917,0.501,0.488,0.117,"['art pop', 'dance pop', 'pop']",2024
Tate McRae,It's ok I'm ok,Spotify,True,156521,86,0.754,-7.721,114.997,0.0257,0.514,0.363,0.0808,0.0471,['pop'],2024
Addison Rae,Diet Pepsi,Spotify,False,169697,88,0.669,-6.538,150.069,0.495,0.561,0.841,0.0954,0.0411,['social media pop'],2024
Shaboozey,A Bar Song (Tipsy),Spotify,True,171291,87,0.722,-4.95,81.012,0.0633,0.709,0.604,0.0804,0.0273,"['modern country pop', 'pop rap']",2024
Billie Eilish,WILDFLOWER,Spotify,False,261466,92,0.467,-12.002,148.101,0.612,0.247,0.126,0.17,0.0431,"['art pop', 'pop']",2024
Chappell Roan,HOT TO GO!,Spotify,False,184841,89,0.742,-4.981,139.982,0.0187,0.757,0.957,0.305,0.0421,['indie pop'],2023
JENNIE,Mantra,Spotify,True,136627,89,0.894,-4.984,116.988,0.00434,0.725,0.838,0.0815,0.0432,['k-pop'],2024
Post Malone,I Had Some Help (Feat. Morgan Wallen),Spotify,True,178205,85,0.638,-4.86,127.986,0.00757,0.855,0.731,0.245,0.0264,"['dfw rap', 'melodic rap', 'pop', 'rap']",2024
Tommy Richman,MILLION DOLLAR BABY,Spotify,False,155151,47,0.849,-5.106,138.003,0.0982,0.699,0.927,0.068,0.0436,['chill abstract hip hop'],2024
Benson Boone,Slow It Down,Spotify,False,161831,87,0.432,-4.682,181.489,0.174,0.583,0.544,0.0933,0.0687,['singer-songwriter pop'],2024
Gigi Perez,Sailor Song,Spotify,False,211978,78,0.492,-10.439,94.926,0.686,0.416,0.297,0.203,0.0254,['bedroom pop'],2024
Myke Towers,DEGENERE 👑 (feat. benny blanco),Spotify,True,130880,76,0.744,-5.778,194.055,0.0501,0.709,0.712,0.0847,0.284,"['reggaeton', 'trap latino', 'urbano latino']",2024
Charli xcx,Sympathy is a knife featuring ariana grande,Spotify,True,154126,80,0.711,-7.815,135.151,0.0962,0.603,0.339,0.112,0.0405,"['art pop', 'candy pop', 'metropopolis', 'pop', 'uk pop']",2024
Hozier,Too Sweet,Spotify,False,251424,78,0.741,-5.505,117.038,0.0295,0.62,0.934,0.0398,0.0412,"['irish singer-songwriter', 'modern rock', 'pop', 'pov: indie']",2024
Adam Port,Move,Spotify,False,177598,87,0.727,-8.529,119.992,0.0563,0.782,0.655,0.225,0.042,['melodic house'],2024
Sabrina Carpenter,Espresso,Spotify,True,175459,92,0.701,-5.478,103.969,0.107,0.76,0.69,0.185,0.0285,['pop'],2024
Morgan Wallen,Love Somebody,Spotify,False,204828,84,0.619,-5.348,122.064,0.00948,0.843,0.746,0.164,0.0284,['contemporary country'],2024
Myles Smith,Stargazing,Spotify,False,172533,89,0.635,-6.129,123.994,0.246,0.601,0.332,0.11,0.0295,['singer-songwriter pop'],2024
Taylor Swift,I Can Do It With a Broken Heart,Spotify,True,218004,83,0.701,-8.39,129.994,0.123,0.751,0.22,0.15,0.0502,['pop'],2024
LISA,Moonlit Floor (Kiss Me),Spotify,False,155757,82,0.734,-3.951,109.939,0.126,0.787,0.672,0.312,0.116,['k-pop'],2024
Ariana Grande,we can't be friends (wait for your love),Spotify,False,228639,81,0.645,-8.334,115.842,0.0615,0.646,0.295,0.074,0.0427,['pop'],2024
"Tyler, The Creator",Noid,Spotify,True,284363,82,0.38,-5.993,82.157,0.473,0.77,0.47,0.243,0.242,"['hip hop', 'rap']",2024
Don Toliver,NEW DROP,Spotify,True,217333,85,0.757,-6.715,119.98,0.189,0.628,0.321,0.221,0.101,['rap'],2024
Mark Ambor,Belong Together,Spotify,False,148317,83,0.646,-5.203,90.969,0.491,0.668,0.64,0.212,0.0282,['singer-songwriter pop'],2024
The Marías,No One Noticed,Spotify,False,236906,82,0.705,-10.612,97.989,0.552,0.339,0.457,0.12,0.0278,"['bedroom pop', 'la indie']",2024
Omar Courtz,Q U E V A S H A C E R H O Y ?,Spotify,True,224022,89,0.56,-6.304,155.079,0.103,0.681,0.388,0.106,0.244,"['trap boricua', 'trap latino', 'urbano latino']",2024
Charli xcx,Apple,Spotify,False,151739,85,0.804,-5.452,126.035,0.125,0.957,0.962,0.114,0.034,"['art pop', 'candy pop', 'metropopolis', 'pop', 'uk pop']",2024
The Weeknd,Dancing In The Flames,Spotify,False,220036,85,0.552,-6.203,116.875,0.0011,0.73,0.162,0.0837,0.0381,"['canadian contemporary r&b', 'canadian pop', 'pop']",2024
Teddy Swims,Lose Control,Spotify,False,210688,89,0.561,-4.409,159.92,0.199,0.604,0.242,0.104,0.0337,[],2023
KATSEYE,Touch,Spotify,False,129882,86,0.739,-2.655,167.033,0.549,0.904,0.788,0.0948,0.0442,['5th gen k-pop'],2024
Dasha,Austin,Spotify,True,171782,7,0.75,-6.753,114.902,0.468,0.671,0.738,0.108,0.0532,[],2023
Benson Boone,Beautiful Things,Spotify,False,180304,86,0.472,-5.692,105.029,0.151,0.471,0.219,0.14,0.0603,['singer-songwriter pop'],2024
Oscar Maydon,Tu Boda,Spotify,True,225880,91,0.694,-6.968,112.648,0.496,0.651,0.471,0.0787,0.0784,['corrido'],2024
Ndotz,Embrace It,Spotify,True,104418,88,0.882,-7.233,114.933,0.475,0.645,0.788,0.057,0.0601,['chill drill'],2024
Djo,End of Beginning,Spotify,False,159245,89,0.689,-7.643,159.982,0.0351,0.454,0.912,0.0707,0.0584,"['pov: indie', 'psychedelic pop']",2022
KAROL G,Si Antes Te Hubiera Conocido,Spotify,False,195824,94,0.924,-6.795,128.027,0.446,0.668,0.787,0.0678,0.0469,"['reggaeton', 'reggaeton colombiano', 'urbano latino']",2024
Kendrick Lamar,Not Like Us,Spotify,True,274192,89,0.898,-7.001,101.061,0.0107,0.472,0.214,0.141,0.0776,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",2024
Taylor Swift,Fortnight (feat. Post Malone),Spotify,False,228965,85,0.504,-10.976,192.004,0.502,0.386,0.281,0.0961,0.0308,['pop'],2024
Jimin,Who,Spotify,False,170887,92,0.66,-3.743,116.034,0.00289,0.756,0.838,0.193,0.032,['k-pop'],2024
Linkin Park,The Emptiness Machine,Spotify,True,190427,90,0.466,-3.344,184.115,0.0156,0.872,0.806,0.121,0.0336,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2024
Artemas,i like the way you kiss me,Spotify,False,142514,85,0.599,-4.263,151.647,0.000938,0.946,0.747,0.0826,0.0447,[],2024
